,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
436,Positive,0.25,False,0.2,2326307878,0.7177,243690703,1513496406996230158,0.0,0.625,0.375,     _Sellers    Thanks for sharing!,Mention,Female,False
437,Positive,0.5722222222222222,False,0.5055555555555555,874869986,0.9214,243690703,1513345462740340748,0.0,0.644,0.356,"When I need a laugh , I look at this… The pics in the comments section are super! Great idea!       https://t.co/RHsp0E5geM https://t.co/MlOHNS98Il",Mention,Female,False
438,Neutral,0.0,False,0.0,1368035236844625921,0.0,243690703,1513327670054031364,0.0,1.0,0.0,    _Sellers    ,Mention,Female,False
439,Positive,0.1111111111111111,False,0.4444444444444445,874869986,0.6833,243690703,1513324656073318409,0.0,0.82,0.18,👏🏾👏🏾 FANTASTIC! 👏🏾👏🏾 Quilt tells the story of Black pioneers in western North Carolina https://t.co/Y2myW6TWcL    _Sellers   ,Mention,Female,False
440,Neutral,0.0,False,0.0,17410792,0.0258,243690703,1513210985850576902,0.09,0.817,0.093,Fax your Congress rep and tell them to co-sponsor the Martha Wright Prison Phone Justice Act &amp; keep families connected. https://t.co/PiU9KoAEnX     _South      ,Mention,Female,False
441,Positive,1.0,False,0.75,874869986,0.6588,243690703,1513177928296771591,0.0,0.614,0.386,A great video recap! ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ https://t.co/eYrltonZM0,Mention,Female,False
442,Positive,0.5,False,0.5,153544744,0.0,243690703,1513136612216999936,0.0,1.0,0.0,        Qualifications over Race. KBJ the most qualified.,Mention,Female,False
443,Negative,-0.5,False,1.0,1270044575256764416,0.0,243690703,1513134195677274112,0.0,1.0,0.0,      Irrelevant,Mention,Female,False
444,Negative,-0.5,False,1.0,1270044575256764416,0.0,243690703,1513134082254848001,0.0,1.0,0.0,    _DC    Irrelevant.,Mention,Female,False
445,Neutral,0.0,False,0.0,80366372,0.5574,243690703,1513132193626873856,0.0,0.859,0.141,"How Ketanji Brown Jackson will change the Supreme Court - Washington Post

KeepHopeAliveWithRevJesseJackson| KetanjiBrownJackson| SUN:  8-10aE/866.594.HOPE/FacebookLive  | . _DC   
 https://t.co/qjKs3NpHum",Mention,Female,False
446,Positive,0.1363636363636363,False,0.4545454545454545,80366372,0.5574,243690703,1513124654407462913,0.0,0.854,0.146,"Opinion | When Whiteness Was a Prerequisite for Supreme Court Justices - New York Times

KeepHopeAliveWithRevJesseJackson| KetanjiBrownJackson| SUN: 7-9aC/8-10aE/866.594.HOPE/FacebookLive  | .  
 https://t.co/MR382YSe92",Mention,Female,False
447,Neutral,0.0,False,0.0,172406912,0.0,243690703,1513123957939056642,0.0,1.0,0.0,        Another option: WHO CARES!!!!,Mention,Female,False
448,Negative,-0.0555555555555555,True,0.1444444444444444,1460587731743088642,-0.7964,243690703,1513122182964170756,0.245,0.755,0.0,"        22% of the SCOTUS are African American. 13% of US population is Black.

Stop blaming whitey for all yo problems.",Mention,Female,False
449,Neutral,0.0,False,0.05,80366372,0.0,243690703,1513119208485404676,0.0,1.0,0.0,"KeepHopeAliveWithRevJesseJackson Radio Show| DYK that when KetanjiBrownJackson goes to SCOTUS, for the 1st time in history the Court won't be majority White Male?| .        KetanjiBrownJackson SCOTUS",Mention,Female,False
450,Positive,0.1,False,0.1,17410792,0.5093,243690703,1512934525839495172,0.0,0.891,0.109,"Pls take action below to help move the ""Take the Vaccine to the People"" Ordinance (O2021-1214) out of Rules to the Health Committee &amp; pass, thx!👇🏾 _South          https://t.co/IzQgX5vVZT",Mention,Female,False
451,Neutral,0.0,False,0.75,874869986,0.5231,243690703,1512882625517604865,0.0,0.861,0.139,Totally agree ! We need a targeted campaign to the 18-34 cohort…A MUST!          https://t.co/8SnFgUpAAD,Mention,Female,False
452,Neutral,0.0,False,0.65,17410792,-0.6633,243690703,1512764015184912389,0.153,0.847,0.0,"Under BA.2, lifting indoor mandates-esp where vaccine rates are LOW (like CPS)-will likely cause severe cases to go up. 👀        _fps     https://t.co/lbSbfy1Jeb",Mention,Female,False
453,Neutral,0.0,False,0.0,17410792,0.4389,243690703,1512674197423763457,0.0,0.888,0.112,Protect  students w chronic conditions from COVID-19!👇🏾         _fps        https://t.co/qPPkNWxdqD,Mention,Female,False
454,Neutral,0.0,False,0.0,874869986,0.0,243690703,1512633752748503040,0.0,1.0,0.0,The morning paper and me!!! This is why I subscribe! ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ ⁦⁩ https://t.co/vbZ4OvyRFX,Mention,Female,False
455,Neutral,0.0,False,0.0,17410792,-0.5707,243690703,1512622020877598722,0.153,0.847,0.0,🗣Tell  &amp;  Bd of Ed to stop CPS budget cuts! https://t.co/odg5WQfoqt         _fps    _South  https://t.co/0r8wKJpN1T,Mention,Female,False
456,Positive,0.375,False,0.1,874869986,0.6833,243690703,1512248298106671142,0.0,0.704,0.296,LAUGH OF THE DAY! 🤣😂       https://t.co/hY4pHRiz3U,Mention,Female,False
457,Neutral,0.0,False,0.0,874869986,-0.5212,243690703,1512247523515187202,0.151,0.792,0.057,🤬🤬 NO WORDS…NO WORDS! 🤯 This is the reason I NEVER miss an election! VOTE THEM OUT!       https://t.co/3jELymQiEW,Mention,Female,False
458,Positive,0.6000000000000001,False,0.9,93786853,0.5859,243690703,1512110539631206409,0.0,0.774,0.226,      Amazing and about time.  ConfirmJudgeJackson _bwr  ,Mention,Female,False
459,Neutral,0.0,True,0.0,580041916,0.5574,243690703,1512089616874098690,0.0,0.827,0.173," 
Thank God 4 Fannie Lou Hamer
https://t.co/lrvj9frWMe 

           @_DCMike _notes  _x  ",Mention,Female,False
460,Positive,0.2102380952380952,False,0.6178571428571429,58994794,0.8779,243690703,1512046381162188802,0.0,0.812,0.188,   _Flack   This pic is Pure Gold.H Belated BD to beloved living legend &amp; National Treasure  in a photo w/ other living legends &amp; National Treasures. Mr CD's extraordinary pop culture impact is too far-reaching to describe in a single post. Thnx for sharing this photo for the ages,Mention,Female,False
461,Neutral,0.0,False,0.0,874869986,0.0,243690703,1511926048375689218,0.0,1.0,0.0,👏🏾👏🏾👏🏾🍾 Front to history! Looking forward to it!       https://t.co/eHpG6HHPCb,Mention,Female,False
462,Neutral,0.0,False,0.0,874869986,0.0,243690703,1511924907248074752,0.0,1.0,0.0,"Hear, hear!     https://t.co/DY3zvnve18",Mention,Female,False
463,Positive,0.1,False,0.35,231517418,-0.6597,243690703,1511902039474802694,0.355,0.645,0.0,   _Flack   Killing me softly,Mention,Female,False
464,Positive,0.6,False,0.65,80366372,0.924,243690703,1511889011765350404,0.0,0.75,0.25,"Oh what a night!I am so very honored to be invited to celebrate a music industry icon during his milestone of birthdays tonight in NY with my daughter,   , AdamSilver _Flack  &amp; . Happy 90th birthday, Clive! CliveDavis HBD https://t.co/OGYk46Gr1T",Mention,Female,False
465,Positive,0.1,False,1.0,1207505944462200832,0.128,243690703,1511532675219312641,0.0,0.93,0.07,       Gaetz doesn't begin to understand how far below the Secretary of Defense he is.,Mention,Female,False
466,Positive,0.0125,False,0.7,874869986,0.1511,243690703,1511516457640804353,0.0,0.923,0.077,The fact that he dared to challenge  is more than disgraceful! DEPLORABLE 🤬🤬      https://t.co/8Huzlmcknn,Mention,Female,False
467,Neutral,0.0,False,0.0,820405735829835776,0.0,243690703,1511403757619228676,0.0,1.0,0.0,       Who were the pro-Putin guests you had on at the end of your show this morning?,Mention,Female,False
468,Negative,-0.7999999999999999,False,0.9666666666666668,937277849341513728,-0.34,243690703,1511314039321862154,0.193,0.655,0.152,"        _DC The disgusting display of what Republicans have intentionally created to excite their Base, is repulsive, and dangerous.",Mention,Female,False
469,Negative,-0.8,False,0.95,874869986,-0.6924,243690703,1511157649752174599,0.191,0.809,0.0,We should be flooding his office with letters and calls! DISGRACEFUL &amp; DISGUSTING! DEPLORABLE 🤬 🤯      _Sellers https://t.co/SVeRuuckcO,Mention,Female,False
470,Neutral,0.0,False,0.0,17410792,0.0,243690703,1511137521182334982,0.0,1.0,0.0,IL: Tell your legislator to defend The Pretrial Fairness Act Today https://t.co/auwIOOHB6Y      _RAGE _South        ,Mention,Female,False
471,Neutral,0.0,False,0.0,1097327236288532480,-0.5809,243690703,1511130769103728640,0.152,0.848,0.0,           So there's 11 racists on the judicial panel. That's what I thought.,Mention,Female,False
472,Neutral,0.0,False,0.0,100440722,0.0,243690703,1511119846854983681,0.0,1.0,0.0,           Why  ? https://t.co/qtUUMOedqD,Mention,Female,False
473,Positive,0.6549479166666666,False,0.7833333333333333,874869986,0.8647,243690703,1511103992964788231,0.0,0.649,0.351,Super fantastic 👏🏾👏🏾! Atty Arnwine  is NOW on  bringing it!!!      https://t.co/xP6CQBl9mL,Mention,Female,False
474,Neutral,0.0,False,0.0,1010698454799192074,0.0,243690703,1510927829894115330,0.0,1.0,0.0,                 🙏🏿🙏🏿,Mention,Female,False
475,Neutral,0.0,False,0.0,580041916,0.0,243690703,1510927513853308930,0.0,1.0,0.0,   _x             https://t.co/h4SqnJSeLz,Mention,Female,False
476,Neutral,0.0,False,0.0,580041916,-0.3034,243690703,1510916474944241665,0.082,0.918,0.0,"TODAY STRIKE A BLOW 4 VOTING RIGHTS IN NEWARK NJ
                 https://t.co/tAuowiNTkV",Mention,Female,False
477,Neutral,0.0,False,0.0,874869986,0.0,243690703,1510844539740774405,0.0,1.0,0.0,We remember…      https://t.co/8MAOBDRI5L,Mention,Female,False
478,Neutral,0.0,False,0.0,874869986,0.0,243690703,1510838888960602121,0.0,1.0,0.0,SMH…Just think 🤔…he wanted in national tv to say that 🤯!      https://t.co/UvojzrIIpG,Mention,Female,False
479,Positive,0.0111111111111111,False,0.2833333333333333,913113385,-0.9032,243690703,1510804268323909635,0.24,0.695,0.064,         he didn't tolerate disrespect + clear jealous targeting. CR is going to regret ever attacking the Smith family as it will eventually cost him as well and he can afford it less. You are extraordinarily young if you think this will age into regret. People regret not responding.,Mention,Female,False
480,Positive,0.275,False,0.475,913113385,-0.872,243690703,1510803307723427844,0.219,0.66,0.121,"         His slap is controversial for the occasion but by NO means rises to the level of him making a ""fool"" of himself. To the contrary, the shock of the slap will die with time and although Will will lose some material benefits, he can afford it and he will look back with pride that",Mention,Female,False
481,Positive,0.2,False,0.1,913113385,-0.875,243690703,1510802461216362506,0.185,0.751,0.065,"         To leap from a slap, something parents do to their children, to death is irresponsible and outrage. A slap cannot be equated with ""violence."" And Will did what he did BECAUSE of his children. He wants his children to know that he will stand up for them no matter what.",Mention,Female,False
482,Positive,0.25,False,0.3833333333333333,874869986,0.7678,243690703,1510794233002745857,0.0,0.814,0.186,"Got mine yesterday..feel great! It must me a South Florida thing ! Also, do not forget your 2nd round of GREE COVID test kits at https://t.co/En3tOqPVuF!      https://t.co/nTC4AaJSJc",Mention,Female,False
483,Positive,1.0,True,1.0,874869986,0.8475,243690703,1510790865991700483,0.0,0.566,0.434,Happy Birthday ! God bless you! 🎂🎁🎶       _Sellers https://t.co/S5Unzn84qf,Mention,Female,False
484,Positive,0.25,False,0.4499999999999999,2536056367,-0.9217,243690703,1510779508898607115,0.233,0.702,0.065,         It is ok to disagree. Their are way to many dead people because of people thinking they were disrespected. I draw the line at violence. Will can't tell his children nothing now. Oh dad you acted like a fool in front of the whole world when he tells them something now.,Mention,Female,False
485,Positive,0.5,False,0.5,913113385,0.5927,243690703,1510761799049793540,0.025,0.861,0.115,"         No. He's evolving. He told Venus and Serena that he wished he stood up more for his family like Richard did and that he didn't have that example. He said his life is now dedicated to doing meaningful projects, not those based on popularity.
I would NEVER hit CR but he deserved it",Mention,Female,False
486,Positive,0.0208333333333333,False,0.6041666666666666,2536056367,0.2023,243690703,1510755906811740163,0.1,0.805,0.095,"         Its hard to believe you pick to start slapping at the oscars, super bowl halftime show or world cup. Will has probably been fooling us all along",Mention,Female,False
487,Positive,0.525,False,0.4333333333333333,1949560350,0.8655,243690703,1510723985872461826,0.0,0.532,0.468,"The latest Women's Health, Wellness &amp; Happiness! https://t.co/TqBEg2GSmz Thanks to   jobs nycjobs",Mention,Female,False
488,Negative,-0.0518518518518518,False,0.1407407407407407,42584603,0.6757,243690703,1510723670766985224,0.0,0.902,0.098,"         I will not tear down my brother or sister today. It could be me on trial by the public tomorrow. Everyone has an opinion yes, but it does not need to be spoken in public. It is easier to cast aspersions than to receive them. 😢",Mention,Female,False
489,Positive,0.4583333333333333,False,0.6833333333333333,913113385,0.8519,243690703,1510715227255586818,0.0,0.763,0.237,"         Will has been acting and popular for 32 years. He is known as affable, gracious, easy going and a gentleman. ONE incident warrants your description?",Mention,Female,False
490,Positive,0.05,False,0.2625,392267069,-0.1531,243690703,1510654002375139335,0.032,0.968,0.0,        He no longer sits on the board that can vote for which movies can be Oscar nominated. He can still be nominated for Oscars and attend future ceremonies. But his Agent and Lawyers are probably telling him to exit the spotlight completely.,Mention,Female,False
491,Neutral,0.0,False,0.0,2536056367,0.6705,243690703,1510648509057449984,0.0,0.825,0.175,        Since Will Smith doesn't know how to act and acts like a child. Just keep him away from the awards show.,Mention,Female,False
492,Neutral,0.0,False,0.0,1409226573903970306,0.4588,243690703,1510607336297148416,0.0,0.8,0.2,"        Where's the ""Who Cares"" option?",Mention,Female,False
493,Neutral,0.0,False,0.5,1010458448230838278,-0.8192,243690703,1510605869670617093,0.263,0.691,0.046,"        FFS, just don’t invite Will to present in 2023. That’s the only response needed. No need for him to resign.",Mention,Female,False
494,Positive,0.2,False,0.4,453403785,0.5574,243690703,1510605368761589763,0.0,0.735,0.265,          Hahaha.,Mention,Female,False
495,Neutral,0.0,False,0.0,19084659,-0.6249,243690703,1510605301271068672,0.215,0.785,0.0,"        He should be, violence is never the answer.",Mention,Female,False
496,Negative,-0.5,False,1.0,80366372,-0.1306,243690703,1510603043737411591,0.095,0.794,0.111,"Will Smith's slap shows he's not perfect. No one is - The Washington Post .

  on KeepHopeAliveWithRevJesseJackson Radio Show| SUN: 8-10aE/866.594.HOPE/FacebookLive  | .   
 https://t.co/1xN61eYh2w",Mention,Female,False
497,Negative,-0.1666666666666666,False,0.4333333333333333,1336988466173906944,0.1027,243690703,1510599951323119625,0.082,0.821,0.096,"        Since May 16, 1929, 20 Oscars have been awarded to a Black man/woman
WSmith resigns
Moving on ..",Mention,Female,False
498,Neutral,0.0,False,0.0,21063394,0.0,243690703,1510597393196060676,0.0,1.0,0.0,          [dislike],Mention,Female,False
499,Positive,0.0615384615384615,False,0.4346153846153846,80366372,-0.3182,243690703,1510596922268176392,0.087,0.913,0.0,"Will Smith's Upcoming Film 'Fast and Loose' Stalls at Netflix - Variety 

  on KeepHopeAliveWithRevJesseJackson| SUN: 8-10aE/866.594.HOPE/FacebookLive  | .    
 https://t.co/b81e4P9syI",Mention,Female,False
